Player,Team,Cap Number,Cash Spent,Year,Pos
Darrel Williams,Chiefs,"$485,000","$495,000",2018,RB
Mike Boone,Vikings,"$482,500","$487,500",2018,RB
Buddy Howell,Texans,"$480,000","$480,000",2018,RB
Phillip Lindsay,Broncos,"$478,118","$488,118",2018,RB
Paul Perkins,Giants,"$461,137","$398,000",2018,RB
Shaun Wilson,Buccaneers,"$435,156","$441,823",2018,RB
Josh Adams,Eagles,"$423,529","$423,529",2018,RB
Ameer Abdullah,Vikings,"$412,586","$412,586",2018,RB
Justin Jackson,Chargers,"$395,294","$395,294",2018,RB
D.J. Foster,Cardinals,"$393,000","$393,000",2018,RB
Daniel Lasco,Saints,"$393,000","$393,000",2018,RB
Ty Montgomery,Ravens,"$379,324","$379,324",2018,RB
Zach Zenner,Lions,"$373,235","$373,235",2018,RB
De'Lance Turner,Ravens,"$369,177","$369,177",2018,RB
J.D. Moore,Chiefs,"$364,666","$368,000",2018,RB
Elijah Hood,Panthers,"$363,000","$363,000",2018,RB
Chris Warren,Raiders,"$363,000","$363,000",2018,RB
Johnny Stanton,Vikings,"$363,000","$363,000",2018,RB
Gus Edwards,Ravens,"$338,824","$338,824",2018,RB
Dontrell Hilliard,Browns,"$338,824","$338,824",2018,RB
David Williams,Jaguars,"$338,824","$338,824",2018,RB
Detrez Newsome,Chargers,"$310,588","$310,588",2018,RB
Taquan Mizzell,Bears,"$293,824","$293,824",2018,RB
Matt Dayes,49ers,"$261,176","$261,176",2018,RB
Travaris Cadet,Panthers,"$259,412","$325,294",2018,RB
Kenjon Barner,Panthers,"$259,412","$325,294",2018,RB
Tra Carson,Packers,"$226,589","$226,589",2018,RB
Jonathan Williams,Colts,"$222,353","$222,353",2018,RB
Jeff Wilson,49ers,"$169,412","$169,412",2018,RB
Charcandrick West,Chiefs,"$148,235","$148,235",2018,RB
Jeremy McNichols,Titans,"$130,588","$130,588",2018,RB
Trey Edmunds,Steelers,"$130,588","$130,588",2018,RB
Reggie Bonnafon,Panthers,"$129,200","$129,200",2018,RB
Ryan Nall,Bears,"$129,200","$129,200",2018,RB
Brian Hill,Falcons,"$129,200","$129,200",2018,RB
Jordan Chunn,Cowboys,"$129,200","$129,200",2018,RB
Robert Martin,Giants,"$121,600","$121,600",2018,RB
Tyler Ervin,Ravens,"$105,000","$105,000",2018,RB
Troymaine Pope,Chargers,"$97,941","$97,941",2018,RB
De'Angelo Henderson,Jets,"$97,941","$97,941",2018,RB
C.J. Anderson,Rams,"$92,941","$92,941",2018,RB
Boston Scott,Eagles,"$84,706","$84,706",2018,RB
Keith Ford,Bills,"$84,706","$84,706",2018,RB
Brandon Wilds,Cardinals,"$83,600","$83,600",2018,RB
Kapri Bibbs,Packers,"$82,941","$82,941",2018,RB
Devante Mays,Browns,"$76,000","$76,000",2018,RB
James Butler,Raiders,"$76,000","$76,000",2018,RB
Donnel Pumphrey,Eagles,"$76,000","$76,000",2018,RB
Jeremy Langford,Falcons,"$74,118","$74,118",2018,RB
Darius Jackson,Cowboys,"$65,294","$65,294",2018,RB
Bo Scarbrough,Seahawks,"$56,471","$56,471",2018,RB
Lavon Coleman,Packers,"$56,471","$56,471",2018,RB
Roc Thomas,Vikings,"$53,200","$53,200",2018,RB
Josh Ferguson,Texans,"$53,200","$53,200",2018,RB
Mark Thompson,Jets,"$38,000","$38,000",2018,RB
Khalfani Muhammad,Broncos,"$30,400","$30,400",2018,RB
Dalyn Dawkins,Titans,"$30,400","$30,400",2018,RB
Ralph Webb,Steelers,"$30,400","$30,400",2018,RB
Dare Ogunbowale,Buccaneers,"$30,400","$30,400",2018,RB
Quinton Flowers,Bengals,"$28,235","$28,235",2018,RB
Joel Bouagnon,Jets,"$22,800","$22,800",2018,RB
Russ Hansbrough,Commanders,"$15,200","$15,200",2018,RB
Justin Stockton,Lions,"$15,200","$15,200",2018,RB
Kareem Hunt,Chiefs,$0,$0,2018,RB
Le'Veon Bell,Steelers,$0,$0,2018,RB
David Johnson,Cardinals,"$9,750,000","$6,656,250",2019,RB
Todd Gurley,Rams,"$9,200,000","$5,000,000",2019,RB
Le'Veon Bell,Jets,"$8,968,750","$14,468,750",2019,RB
Leonard Fournette,Jaguars,"$7,404,786","$2,933,262",2019,RB
Lamar Miller,Texans,"$7,203,125","$5,500,000",2019,RB
Saquon Barkley,Giants,"$7,089,716","$1,897,943",2019,RB
Devonta Freeman,Falcons,"$6,750,000","$3,750,000",2019,RB
Ezekiel Elliott,Cowboys,"$6,339,653","$8,252,137",2019,RB
Jerick McKinnon,49ers,"$5,750,000","$3,750,000",2019,RB
Giovani Bernard,Bengals,"$5,316,666","$5,900,000",2019,RB
Dion Lewis,Titans,"$4,862,500","$4,300,000",2019,RB
Christian McCaffrey,Panthers,"$4,702,174","$2,032,392",2019,RB
James White,Patriots,"$4,625,000","$3,218,750",2019,RB
Melvin Gordon,Chargers,"$4,615,882","$4,615,882",2019,RB
Chris Thompson,Commanders,"$3,906,250","$3,000,000",2019,RB
Tevin Coleman,49ers,"$3,600,000","$3,568,750",2019,RB
Mark Ingram,Ravens,"$3,333,333","$6,000,000",2019,RB
Jalen Richard,Raiders,"$3,095,000","$3,095,000",2019,RB
Rex Burkhead,Patriots,"$3,000,000","$2,156,250",2019,RB
LeSean McCoy,Chiefs,"$3,000,000","$3,000,000",2019,RB
Theo Riddick,Broncos,"$2,468,750","$2,500,000",2019,RB
Rashaad Penny,Seahawks,"$2,446,690","$969,338",2019,RB
Duke Johnson,Texans,"$2,200,000","$2,200,000",2019,RB
Sony Michel,Patriots,"$2,187,885","$917,577",2019,RB
Josh Jacobs,Raiders,"$2,169,709","$7,193,836",2019,RB
Peyton Barber,Buccaneers,"$2,125,000","$2,125,000",2019,RB
Malcolm Brown,Rams,"$2,125,000","$2,200,000",2019,RB
Jordan Howard,Eagles,"$2,025,000","$2,025,000",2019,RB
Frank Gore,Bills,"$2,000,000","$2,000,000",2019,RB
Raheem Mostert,49ers,"$1,983,333","$2,650,000",2019,RB
Carlos Hyde,Texans,"$1,900,000","$1,900,000",2019,RB
Latavius Murray,Saints,"$1,850,000","$4,400,000",2019,RB
Adrian Peterson,Commanders,"$1,780,000","$2,530,000",2019,RB
Damien Williams,Chiefs,"$1,733,333","$1,200,000",2019,RB
Dalvin Cook,Vikings,"$1,732,721","$1,042,574",2019,RB
Derrick Henry,Titans,"$1,720,705","$1,187,445",2019,RB
Brandon Bolden,Patriots,"$1,700,000","$2,187,500",2019,RB
Nick Chubb,Browns,"$1,677,976","$815,595",2019,RB
Ronald Jones II,Buccaneers,"$1,607,256","$801,451",2019,RB
Joe Mixon,Bengals,"$1,486,408","$960,470",2019,RB
Kerryon Johnson,Lions,"$1,478,113","$775,623",2019,RB
Darren Sproles,Eagles,"$1,330,000","$1,330,000",2019,RB
T.J. Yeldon,Bills,"$1,300,000","$1,550,000",2019,RB
Isaiah Crowell,Raiders,"$1,250,000","$1,000,000",2019,RB
Kenyan Drake,Cardinals,"$1,072,059","$1,072,059",2019,RB
Alvin Kamara,Saints,"$1,050,693","$807,500",2019,RB
Derrius Guice,Commanders,"$1,032,258","$686,452",2019,RB
Miles Sanders,Eagles,"$974,587","$2,413,348",2019,RB
C.J. Prosise,Seahawks,"$918,116","$745,000",2019,RB
Royce Freeman,Broncos,"$910,255","$661,000",2019,RB
James Conner,Steelers,"$844,572","$668,000",2019,RB
Devontae Booker,Broncos,"$815,848","$720,000",2019,RB
Tarik Cohen,Bears,"$803,289","$645,000",2019,RB
DeAndre Washington,Raiders,"$787,299","$720,000",2019,RB
Jamaal Williams,Packers,"$786,498","$645,000",2019,RB
Darrell Henderson,Rams,"$767,664","$1,585,656",2019,RB
David Montgomery,Bears,"$756,545","$1,541,180",2019,RB
Devin Singletary,Bills,"$753,956","$1,530,824",2019,RB
Nyheim Hines,Colts,"$751,137","$570,000",2019,RB
Wayne Gallman,Giants,"$749,912","$645,000",2019,RB
Marlon Mack,Colts,"$749,912","$645,000",2019,RB
Ty Montgomery,Jets,"$735,000","$895,000",2019,RB
Taiwan Jones,Texans,"$735,000","$1,020,000",2019,RB
Kenjon Barner,Falcons,"$735,000","$895,000",2019,RB
Bilal Powell,Jets,"$735,000","$1,020,000",2019,RB
Ameer Abdullah,Vikings,"$735,000","$810,000",2019,RB
Anthony Sherman,Chiefs,"$735,000","$1,020,000",2019,RB
Ito Smith,Falcons,"$725,218","$570,000",2019,RB
Dwayne Washington,Saints,"$720,000","$720,000",2019,RB
Wendell Smallwood,Commanders,"$720,000","$720,000",2019,RB
Jonathan Williams,Colts,"$720,000","$720,000",2019,RB
David Fluellen,Titans,"$720,000","$720,000",2019,RB
Damien Harris,Patriots,"$716,534","$1,381,136",2019,RB
Alexander Mattison,Vikings,"$700,545","$1,317,180",2019,RB
Aaron Jones,Packers,"$695,487","$645,000",2019,RB
Chase Edmonds,Cardinals,"$683,089","$570,000",2019,RB
Justice Hill,Ravens,"$680,414","$1,236,656",2019,RB
Kalen Ballage,Dolphins,"$675,648","$528,353",2019,RB
Kareem Hunt,Browns,"$671,470","$596,471",2019,RB
Benjamin Snell Jr.,Steelers,"$670,517","$1,197,068",2019,RB
Tony Pollard,Cowboys,"$662,582","$1,165,328",2019,RB
Chris Carson,Seahawks,"$661,285","$645,000",2019,RB
Corey Clement,Eagles,"$648,334","$645,000",2019,RB
Matt Breida,49ers,"$646,668","$645,000",2019,RB
Austin Ekeler,Chargers,"$646,668","$645,000",2019,RB
C.J. Ham,Vikings,"$645,000","$645,000",2019,RB
Brian Hill,Falcons,"$645,000","$645,000",2019,RB
Troymaine Pope,Chargers,"$645,000","$645,000",2019,RB
Elijhaa Penny,Giants,"$645,000","$645,000",2019,RB
T.J. Logan,Buccaneers,"$645,000","$645,000",2019,RB
Bryce Love,Commanders,"$642,289","$1,208,038",2019,RB
Jordan Wilkins,Colts,"$630,310","$570,000",2019,RB
Ryquell Armstead,Jaguars,"$581,769","$842,076",2019,RB
Phillip Lindsay,Broncos,"$575,000","$570,000",2019,RB
Qadree Ollison,Falcons,"$572,891","$806,564",2019,RB
Mike Boone,Vikings,"$572,500","$570,000",2019,RB
Buddy Howell,Texans,"$570,000","$570,000",2019,RB
Gus Edwards,Ravens,"$570,000","$570,000",2019,RB
Justin Jackson,Chargers,"$570,000","$570,000",2019,RB
Dontrell Hilliard,Browns,"$559,588","$559,588",2019,RB
Trayveon Williams,Bengals,"$540,496","$676,984",2019,RB
D.J. Foster,Cardinals,"$539,118","$539,118",2019,RB
Jordan Scarlett,Panthers,"$538,238","$771,188",2019,RB
Ty Johnson,Lions,"$538,139","$667,556",2019,RB
Dexter Williams,Packers,"$536,514","$661,056",2019,RB
Jeff Wilson,49ers,"$536,471","$536,471",2019,RB
Darrel Williams,Chiefs,"$533,353","$528,353",2019,RB
Travis Homer,Seahawks,"$530,840","$638,360",2019,RB
Darwin Thompson,Chiefs,"$526,960","$622,840",2019,RB
Trenton Cannon,Jets,"$511,101","$476,294",2019,RB
Myles Gaskin,Dolphins,"$509,895","$575,226",2019,RB
Senorise Perry,Bills,"$508,235","$508,235",2019,RB
Alec Ingold,Raiders,"$498,333","$505,000",2019,RB
Patrick Laird,Dolphins,"$498,000","$504,000",2019,RB
Reggie Bonnafon,Panthers,"$495,000","$495,000",2019,RB
Dare Ogunbowale,Buccaneers,"$495,000","$495,000",2019,RB
Devine Ozigbo,Jaguars,"$495,000","$495,000",2019,RB
D'Ernest Johnson,Browns,"$495,000","$495,000",2019,RB
Buck Allen,Giants,"$417,353","$520,882",2019,RB
Mike Davis,Panthers,"$411,765","$411,765",2019,RB
Rodney Anderson,Bengals,"$409,960","$505,840",2019,RB
Boston Scott,Eagles,"$402,353","$402,353",2019,RB
Devante Mays,Jaguars,"$393,000","$393,000",2019,RB
Adam Choice,Seahawks,"$378,600","$379,800",2019,RB
Taj McGowan,Jaguars,"$378,000","$378,000",2019,RB
De'Lance Turner,Dolphins,"$268,235","$268,235",2019,RB
Josh Adams,Jets,"$268,235","$268,235",2019,RB
Ryan Nall,Bears,"$232,941","$232,941",2019,RB
Bo Scarbrough,Lions,"$203,824","$203,824",2019,RB
Kerrith Whyte,Steelers,"$203,824","$203,824",2019,RB
Spencer Ware,Chiefs,"$189,412","$189,412",2019,RB
Khalfani Muhammad,Broncos,"$170,000","$170,000",2019,RB
Tyler Ervin,Packers,"$169,412","$169,412",2019,RB
Jalin Moore,Jets,"$138,833","$144,500",2019,RB
Karan Higdon,Texans,"$136,000","$136,000",2019,RB
Mike Weber,Cowboys,"$136,000","$136,000",2019,RB
Taquan Mizzell,Saints,"$136,000","$136,000",2019,RB
Elijah Holyfield,Panthers,"$136,000","$136,000",2019,RB
Jordan Chunn,Cowboys,"$120,000","$120,000",2019,RB
Rod Smith,Raiders,"$113,824","$142,059",2019,RB
Josh Ferguson,Commanders,"$113,824","$113,824",2019,RB
Justin Davis,Cardinals,"$96,000","$96,000",2019,RB
Chad Kanoff,Buccaneers,"$96,000","$96,000",2019,RB
Jon Hilliman,Giants,"$88,000","$88,000",2019,RB
Damarea Crockett,Packers,"$88,000","$88,000",2019,RB
Aca'Cedric Ware,Buccaneers,"$88,000","$88,000",2019,RB
James Butler,Raiders,"$88,000","$88,000",2019,RB
De'Angelo Henderson,Eagles,"$88,000","$88,000",2019,RB
Wes Hills,Lions,"$87,353","$87,353",2019,RB
Kenneth Dixon,Jets,"$75,882","$75,882",2019,RB
Byron Marshall,Ravens,"$64,000","$64,000",2019,RB
Craig Reynolds,Falcons,"$56,000","$56,000",2019,RB
Darius Jackson,Colts,"$56,000","$56,000",2019,RB
Ralph Webb,Steelers,"$48,000","$48,000",2019,RB
Elijah McGuire,Chiefs,"$40,000","$40,000",2019,RB
Jeremy McNichols,Jaguars,"$37,941","$37,941",2019,RB
Samaje Perine,Dolphins,"$37,941","$37,941",2019,RB
Marshawn Lynch,Seahawks,"$37,941","$60,588",2019,RB
Robert Turbin,Seahawks,"$37,941","$47,353",2019,RB
John Kelly,Rams,"$33,529","$33,529",2019,RB
Paul Perkins,Jaguars,"$32,000","$32,000",2019,RB
Derrick Gore,Commanders,"$24,000","$24,000",2019,RB
Tony Brooks-James,Vikings,"$24,000","$24,000",2019,RB
Xavier Turner,Seahawks,"$24,000","$24,000",2019,RB
Dalyn Dawkins,Titans,"$8,000","$8,000",2019,RB
Shaun Wilson,Titans,"$8,000","$8,000",2019,RB
Christian Wade,Bills,$0,"$136,000",2019,RB
David Johnson,Texans,"$11,156,250","$10,762,500",2020,RB
Ezekiel Elliott,Cowboys,"$10,900,000","$19,800,000",2020,RB
Saquon Barkley,Giants,"$8,597,659","$3,405,886",2020,RB
Kenyan Drake,Cardinals,"$8,483,000","$8,483,000",2020,RB
Christian McCaffrey,Panthers,"$7,794,782","$22,325,000",2020,RB
Melvin Gordon,Broncos,"$7,000,000","$9,000,000",2020,RB
Derrick Henry,Titans,"$6,000,000","$15,000,000",2020,RB
Todd Gurley,Falcons,"$5,500,000","$5,500,000",2020,RB
Mark Ingram,Ravens,"$5,333,333","$4,000,000",2020,RB
Austin Ekeler,Chargers,"$5,000,000","$9,500,000",2020,RB
Tevin Coleman,49ers,"$4,868,750","$4,900,000",2020,RB
Giovani Bernard,Bengals,"$4,766,666","$4,100,000",2020,RB
Dalvin Cook,Vikings,"$4,616,419","$16,331,361",2020,RB
James White,Patriots,"$4,593,750","$3,500,000",2020,RB
Duke Johnson,Texans,"$4,100,000","$3,975,000",2020,RB
Alvin Kamara,Saints,"$4,076,193","$15,833,000",2020,RB
Latavius Murray,Saints,"$4,050,000","$3,200,000",2020,RB
Kareem Hunt,Browns,"$4,009,000","$4,009,000",2020,RB
Joe Mixon,Bengals,"$3,850,938","$11,325,000",2020,RB
Jalen Richard,Raiders,"$3,625,000","$3,500,000",2020,RB
Raheem Mostert,49ers,"$3,333,333","$3,000,000",2020,RB
Matt Breida,Dolphins,"$3,259,000","$3,259,000",2020,RB
Tarik Cohen,Bears,"$3,041,289","$8,133,000",2020,RB
Mike Davis,Panthers,"$3,000,000","$3,000,000",2020,RB
Rashaad Penny,Seahawks,"$2,936,028","$1,458,676",2020,RB
Rex Burkhead,Patriots,"$2,925,000","$2,100,000",2020,RB
Jerick McKinnon,49ers,"$2,910,000","$1,160,000",2020,RB
Carlos Hyde,Seahawks,"$2,750,000","$2,562,500",2020,RB
Josh Jacobs,Raiders,"$2,712,136","$1,037,427",2020,RB
Sony Michel,Patriots,"$2,625,462","$1,355,154",2020,RB
Leonard Fournette,Buccaneers,"$2,500,000","$2,000,000",2020,RB
Jamaal Williams,Packers,"$2,274,498","$2,133,000",2020,RB
Marlon Mack,Colts,"$2,237,912","$2,133,000",2020,RB
Aaron Jones,Packers,"$2,182,002","$2,133,000",2020,RB
Chris Carson,Seahawks,"$2,149,285","$2,133,000",2020,RB
Brian Hill,Falcons,"$2,133,000","$2,133,000",2020,RB
Nick Chubb,Browns,"$2,013,571","$1,151,190",2020,RB
Clyde Edwards-Helaire,Chiefs,"$1,967,559","$6,040,236",2020,RB
Ronald Jones II,Buccaneers,"$1,928,707","$1,122,902",2020,RB
T.J. Yeldon,Bills,"$1,900,000","$1,650,000",2020,RB
Kerryon Johnson,Lions,"$1,773,736","$1,071,246",2020,RB
Taiwan Jones,Bills,"$1,656,250","$1,750,000",2020,RB
J.D. McKissic,Commanders,"$1,610,000","$2,110,000",2020,RB
D'Andre Swift,Lions,"$1,552,530","$4,380,120",2020,RB
Dion Lewis,Giants,"$1,550,000","$1,550,000",2020,RB
Jonathan Taylor,Colts,"$1,423,482","$3,863,928",2020,RB
Chris Thompson,Jaguars,"$1,368,750","$1,350,000",2020,RB
Peyton Barber,Commanders,"$1,360,000","$1,660,000",2020,RB
Malcolm Brown,Rams,"$1,312,500","$1,100,000",2020,RB
Devonta Freeman,Giants,"$1,224,118","$1,044,118",2020,RB
Miles Sanders,Eagles,"$1,218,234","$738,647",2020,RB
Elijhaa Penny,Giants,"$1,210,000","$1,210,000",2020,RB
Cam Akers,Rams,"$1,122,371","$2,659,484",2020,RB
Royce Freeman,Broncos,"$1,081,255","$832,000",2020,RB
Adrian Peterson,Lions,"$1,050,000","$1,050,000",2020,RB
J.K. Dobbins,Ravens,"$1,041,716","$2,336,864",2020,RB
James Conner,Steelers,"$1,001,572","$825,000",2020,RB
A.J. Dillon,Packers,"$961,060","$2,014,240",2020,RB
Darrell Henderson,Rams,"$959,580","$686,916",2020,RB
David Montgomery,Bears,"$945,681","$684,136",2020,RB
Devin Singletary,Bills,"$933,956","$675,000",2020,RB
Nyheim Hines,Colts,"$931,137","$750,000",2020,RB
Wayne Gallman,Giants,"$929,912","$825,000",2020,RB
Ito Smith,Falcons,"$905,218","$750,000",2020,RB
Antonio Gibson,Commanders,"$896,843","$1,757,372",2020,RB
Damien Harris,Patriots,"$896,534","$675,000",2020,RB
Devontae Booker,Raiders,"$887,500","$1,047,500",2020,RB
Anthony Sherman,Chiefs,"$887,500","$1,187,500",2020,RB
Ty Montgomery,Saints,"$887,500","$1,047,500",2020,RB
Dwayne Washington,Saints,"$887,500","$1,047,500",2020,RB
Tyler Ervin,Packers,"$887,500","$1,047,500",2020,RB
Ameer Abdullah,Vikings,"$887,500","$1,047,500",2020,RB
Alexander Mattison,Vikings,"$880,545","$675,000",2020,RB
Ke'Shawn Vaughn,Buccaneers,"$864,727","$1,628,908",2020,RB
Chase Edmonds,Cardinals,"$863,089","$750,000",2020,RB
Justice Hill,Ravens,"$860,414","$675,000",2020,RB
Benjamin Snell Jr.,Steelers,"$850,517","$675,000",2020,RB
Tony Pollard,Cowboys,"$842,582","$675,000",2020,RB
Zack Moss,Bills,"$838,605","$1,524,420",2020,RB
Samaje Perine,Bengals,"$825,000","$825,000",2020,RB
Corey Clement,Eagles,"$825,000","$825,000",2020,RB
Jordan Wilkins,Colts,"$810,310","$750,000",2020,RB
Joshua Kelley,Chargers,"$805,086","$1,390,344",2020,RB
"Anthony McFarland, Jr.",Steelers,"$790,608","$1,332,432",2020,RB
Ryquell Armstead,Jaguars,"$761,769","$675,000",2020,RB
Darrel Williams,Chiefs,"$755,000","$750,000",2020,RB
Phillip Lindsay,Broncos,"$755,000","$750,000",2020,RB
Qadree Ollison,Falcons,"$752,891","$675,000",2020,RB
Mike Boone,Vikings,"$752,500","$750,000",2020,RB
Buddy Howell,Texans,"$750,000","$750,000",2020,RB
Trenton Cannon,Panthers,"$750,000","$750,000",2020,RB
Jeff Wilson,49ers,"$750,000","$750,000",2020,RB
LeSean McCoy,Buccaneers,"$750,000","$1,050,000",2020,RB
Boston Scott,Eagles,"$750,000","$750,000",2020,RB
Justin Jackson,Chargers,"$750,000","$750,000",2020,RB
Frank Gore,Jets,"$750,000","$1,050,000",2020,RB
Gus Edwards,Ravens,"$750,000","$750,000",2020,RB
T.J. Logan,Buccaneers,"$750,000","$750,000",2020,RB
La'Mical Perine,Jets,"$746,924","$1,305,932",2020,RB
DeeJay Dallas,Seahawks,"$733,600","$1,104,400",2020,RB
Darrynton Evans,Titans,"$730,592","$1,388,840",2020,RB
Trayveon Williams,Bengals,"$720,496","$675,000",2020,RB
Darwin Thompson,Chiefs,"$716,460","$684,500",2020,RB
Le'Veon Bell,Chiefs,"$705,882","$705,882",2020,RB
Senorise Perry,Titans,"$687,353","$797,059",2020,RB
Alec Ingold,Raiders,"$678,333","$675,000",2020,RB
Patrick Laird,Dolphins,"$678,000","$675,000",2020,RB
Dare Ogunbowale,Jaguars,"$675,000","$675,000",2020,RB
Ryan Nall,Bears,"$675,000","$675,000",2020,RB
D'Ernest Johnson,Browns,"$675,000","$675,000",2020,RB
Travis Homer,Seahawks,"$666,722","$630,882",2020,RB
Jeremy McNichols,Titans,"$661,765","$661,765",2020,RB
Myles Gaskin,Dolphins,"$637,953","$616,176",2020,RB
Eno Benjamin,Cardinals,"$635,679","$712,716",2020,RB
Bryce Love,Commanders,"$625,642","$437,059",2020,RB
Rico Dowdle,Cowboys,"$613,333","$620,000",2020,RB
Xavier Jones,Rams,"$613,000","$619,000",2020,RB
James Robinson,Jaguars,"$611,666","$615,000",2020,RB
Raymond Calais,Rams,"$610,000","$610,000",2020,RB
Lynn Bowden,Dolphins,"$610,000","$610,000",2020,RB
J.J. Taylor,Patriots,"$610,000","$610,000",2020,RB
Jason Huntley,Eagles,"$610,000","$610,000",2020,RB
Devine Ozigbo,Jaguars,"$586,765","$586,765",2020,RB
Ty Johnson,Jets,"$555,882","$555,882",2020,RB
JaMycal Hasty,49ers,"$502,353","$502,353",2020,RB
Artavis Pierce,Bears,"$502,353","$502,353",2020,RB
Jonathan Ward,Cardinals,"$466,471","$466,471",2020,RB
Salvon Ahmed,Dolphins,"$466,471","$466,471",2020,RB
Patrick Taylor,Packers,"$402,333","$407,000",2020,RB
Patrick Carr,Seahawks,"$400,000","$400,000",2020,RB
DeAndre Washington,Dolphins,"$397,059","$481,765",2020,RB
Theo Riddick,Raiders,"$397,059","$481,765",2020,RB
D'Onta Foreman,Titans,"$397,059","$481,765",2020,RB
Alfred Morris,Giants,"$352,941","$494,118",2020,RB
Kalen Ballage,Chargers,"$352,941","$352,941",2020,RB
Rodney Smith,Panthers,"$287,059","$287,059",2020,RB
Austin Walter,49ers,"$287,059","$287,059",2020,RB
Josh Adams,Jets,"$264,706","$264,706",2020,RB
Trey Edmunds,Steelers,"$264,706","$264,706",2020,RB
Wendell Smallwood,Steelers,"$245,529","$245,529",2020,RB
Dexter Williams,Packers,"$229,071","$229,071",2020,RB
Alex Collins,Seahawks,"$217,587","$217,587",2020,RB
Nathan Cottrell,Jaguars,"$215,294","$215,294",2020,RB
Scottie Phillips,Texans,"$215,294","$215,294",2020,RB
D'Onta Foreman,Titans,"$209,529","$209,529",2020,RB
Reggie Bonnafon,Panthers,"$200,000","$200,000",2020,RB
Darius Bradwell,Chargers,"$197,765","$197,765",2020,RB
Kenjon Barner,Buccaneers,"$176,471","$214,118",2020,RB
Ty Williams,Ravens,"$170,282","$170,282",2020,RB
Tony Jones,Saints,"$170,282","$170,282",2020,RB
Johnny Stanton,Browns,"$170,282","$170,282",2020,RB
Elijah Holyfield,Eagles,"$170,282","$170,282",2020,RB
Jordan Howard,Eagles,"$155,058","$155,058",2020,RB
D.J. Foster,Cardinals,"$145,588","$145,588",2020,RB
Darius Anderson,Colts,"$142,800","$142,800",2020,RB
Kerrith Whyte,Lions,"$142,800","$142,800",2020,RB
Jacques Patrick,Bengals,"$142,800","$142,800",2020,RB
Antonio Williams,Bills,"$136,682","$136,682",2020,RB
Dontrell Hilliard,Texans,"$132,353","$132,353",2020,RB
Lamar Miller,Commanders,"$132,353","$185,294",2020,RB
Mike Weber,Packers,"$122,164","$122,164",2020,RB
Bo Scarbrough,Seahawks,"$98,506","$98,506",2020,RB
Damarea Crockett,Broncos,"$92,400","$92,400",2020,RB
Paul Perkins,Colts,"$84,000","$84,000",2020,RB
Tony Brooks-James,Falcons,"$81,706","$81,706",2020,RB
LeVante Bellamy,Broncos,"$71,765","$71,765",2020,RB
Craig Reynolds,Jaguars,"$64,906","$64,906",2020,RB
Taquan Mizzell,Giants,"$58,800","$58,800",2020,RB
Damien Williams,Chiefs,"$50,000","$200,000",2020,RB
Pete Guerriero,Jets,"$42,000","$42,000",2020,RB
